IngresoMensual,HorasSemanales,NumTrabajadores,AñosEstudio
 , , ,
 , , ,
 , , ,
 , , ,
1265,72,1,9
 , , ,7
 , , ,
 , , ,
1800,40,400,6
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,9
 , , ,
 , , ,
 , , ,3
 , , ,
6000,49,9,12
 , , ,12
 , , ,
 , , ,
 , , ,
20000,45,7,11
 , , ,
 , , ,
 , , ,
 , , ,
2600,40,4,11
 , , ,
1025,52,3,10
 , , ,
1039,24,1,7
1200,28,80,11
 , , ,
 , , ,
989,35,1,10
 , , ,
 , , ,
 , , ,
 , , ,10
 , , ,
 , , ,
2300,46,20,10
 , , ,5
 , , ,
 , , ,
1606,70,2,10
 , , ,
 , , ,
 , , ,12
 , , ,
 , , ,
 , , ,6
 , ,2,4
1017,60,2,5
 , , ,
 , , ,
 , , ,
 , , ,
 , ,2,7
 , , ,
 , , ,
 , , ,
 , , ,11
 , , ,
 , , ,
 , , ,
 , , ,3
1500,48,21,9
1100,50,100,7
1700,84,998,9
260,12,2,12
 , , ,4
 , , ,11
 , , ,11
 , , ,6
 , , ,5
4300,65,10,6
 , , ,9
 , , ,5
 , , ,
1426,54,998,6
1500,72,120,9
600,40,17,6
217,8,9,7
 , , ,
1900,60,9998,9
2022,68,1,6
1760,60,500,9
 , , ,
560,21,1,7
 , , ,
89,4,1,6
 , , ,5
 , , ,7
 , , ,
 , , ,
1819,48,15,7
 , , ,6
 , , ,
 , , ,
 , , ,
1475,84,100,5
1112,54,1,3
 , , ,
 , , ,
 , , ,
1630,91,1,4
 , , ,3
1669,48,5,5
1050,48,3000,7
 , , ,7
 , , ,
1552,39,1,9
 , , ,
 , , ,3
1200,50,2,4
1460,66,4,7
866,18,30,6
1299,66,3,6
2078,72,6,6
331,5,1,7
 , , ,
 , , ,
 , ,2,7
1139,98,2,7
 , , ,
 , , ,
 , , ,7
 , , ,
 , , ,
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,
7200,42,101,10
1000,48,1,6
3500,60,501,11
1500,44,35,8
 , , ,5
 , , ,
1150,74,2,6
 , ,2,7
 , , ,
 , , ,
1600,48,9,11
1200,48,9,6
1200,48,15,7
 , , ,12
1210,48,550,7
1025,40,35,10
 , , ,10
 , , ,
 , , ,6
1050,48,500,7
 , , ,6
 , , ,
 , , ,
10050,63,4,8
700,42,2,11
3500,45,9,10
 , , ,
 , , ,
2400,25,998,12
1810,24,1,9
3000,40,500,12
951,48,2,7
41,40,1,6
1500,45,500,10
 , , ,9
 , , ,10
450,21,2,11
 , , ,
 , , ,
2400,41,3,9
 , ,3,7
 , , ,6
 , , ,5
 , , ,
1071,42,1,7
 , , ,
1948,60,1,6
243,12,4,8
 , , ,6
1050,35,1,6
150,10,2,7
 , , ,6
 , , ,
 , , ,
3500,30,12,4
1200,25,12,10
2260,66,50,9
2300,44,15,12
1516,59,35,11
1500,48,40,9
 , , ,
 , , ,9
 , , ,
 , , ,7
 , , ,1
 , , ,10
 , , ,11
3000,72,80,7
 , , ,
 , , ,
 , , ,
 , , ,5
 , , ,4
679,40,1,6
1299,42,1,6
 , , ,6
2000,40,20,10
1898,58,2,5
 , ,2,2
1559,45,3,6
 , , ,3
3500,48,100,11
2000,72,1,10
 , , ,7
 , , ,
3860,49,9998,10
 , , ,11
 , , ,5
 , , ,10
 , , ,
3500,40,2000,13
 , , ,
 , , ,7
225,8,2,10
1200,48,200,11
 , , ,4
2000,48,10,6
 , , ,11
 , , ,5
 , , ,
 , , ,
2000,68,5,6
 , , ,7
15000,50,12,8
 , , ,6
2000,48,10,10
 , , ,
 , , ,6
 , , ,6
 , , ,12
 , , ,12
 , , ,12
 , , ,
 , , ,
 , , ,11
 , , ,
 , , ,
 , , ,11
 , , ,7
 , , ,12
600,16,9998,10
 , , ,4
 , , ,8
 , , ,
1020,20,1,10
 , , ,
 , , ,
4000,40,10,11
5900,70,600,11
3000,30,9998,12
 , , ,
 , , ,
2300,49,1500,11
1050,70,2,6
 , , ,
 , , ,
 , , ,
 , , ,3
500,3,1,9
 , , ,
 , , ,
260,68,4,3
 , , ,4
1025,48,40,7
 , , ,6
 , , ,5
 , , ,
 , , ,
1200,38,1,6
 , , ,7
 , , ,
 , , ,
1350,48,1,7
 , , ,4
646,11,2,11
1816,45,6,9
 , , ,6
 , , ,6
 , , ,
 , , ,
 , , ,5
1083,36,2,8
 , , ,6
 , , ,
 , , ,4
 , , ,
2695,32,3,7
1083,30,3,7
 , , ,
 , , ,
 , , ,
2500,55,6,6
1500,49,40,11
 , ,6,11
 , , ,7
295,36,1,3
 , , ,7
1500,66,50,6
450,48,7,10
 , , ,5
1500,72,80,7
 , , ,
1420,54,1,7
1808,66,1,6
 , , ,9
 , , ,
150,4,1,8
 , , ,6
 , , ,7
1680,84,1,7
305,6,1,10
 , , ,2
 , , ,5
 , , ,
750,66,9,7
 , , ,
 , , ,5
 , , ,
 , , ,
600,49,1,6
1248,84,1,7
 , , ,5
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,6
2000,72,30,12
1025,48,4988,7
 , , ,11
930,48,1,5
 , , ,3
 , , ,3
950,77,1,6
 , , ,
 , , ,
 , , ,
1265,56,2,9
2500,48,340,11
 , , ,
3000,42,2,6
 , , ,
 , , ,
 , , ,6
 , , ,
1560,54,5,6
1451,60,1,10
 , , ,5
 , , ,6
2300,45,9998,10
 , , ,
1516,54,4,7
 , , ,6
 , , ,
 , , ,
300,70,1,7
1532,76,1,5
800,10,15,6
1343,30,2,7
 , , ,
20,3,1,7
1025,66,100,10
 , , ,
 , , ,
 , , ,6
1800,38,9998,6
1800,45,10,11
1400,40,9998,9
2000,56,3,7
 , , ,6
 , , ,6
 , , ,9
1200,40,9998,8
 , , ,6
820,36,1,3
 , , ,6
 , , ,
 , , ,
180,7,2,7
 , ,2,6
 , , ,
 , , ,
1800,84,1,7
1200,55,100,6
 , , ,6
 , , ,
 , , ,6
500,25,8,6
1350,45,2,7
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,1
 , , ,4
1476,24,3,6
440,38,1,4
 , , ,
350,23,1,7
 , , ,5
750,15,2,7
 , , ,4
2391,45,1,5
1000,46,2,9
 ,21,2,9
 , , ,
1200,48,998,10
 , , ,
 ,48,3,7
 , , ,
 , , ,
 , , ,
 , , ,
65,4,1,6
 , , ,9
 , , ,
740,27,1,9
2900,48,2000,10
173,6,1,9
1849,50,1,6
 , , ,5
 , , ,
 , , ,
1958,48,1,7
 , , ,7
7450,48,2500,11
 , , ,6
 , , ,
 , , ,
1522,47,1,8
 , , ,
 , , ,
 , , ,
 , , ,4
1200,48,5000,8
2500,48,700,10
 , , ,7
 , , ,
 , , ,11
5600,40,80,12
 , , ,
528,33,1,6
1200,45,20,11
 , , ,
572,39,1,7
 , , ,7
3949,84,2,6
 , , ,
722,20,1,6
2800,54,1000,6
1500,24,400,9
930,24,1,6
1300,40,43,9
866,54,3,6
1690,49,1,6
5090,105,4,7
2400,36,500,5
2400,15,1,6
217,6,4,7
 , , ,5
 , , ,
486,55,1,7
217,5,6,6
2382,65,1,7
665,44,10,6
541,38,3,8
413,28,1,5
 , , ,6
 , , ,
 , , ,
 , , ,9
1380,51,4,6
 , , ,6
 , , ,
736,8,2,6
 , , ,
 , , ,
1805,60,2,7
1500,40,200,11
 , , ,
1200,35,20,11
2000,40,1000,11
1700,48,9998,7
2803,24,1001,9
 , , ,5
 , , ,
1500,48,35,7
 , , ,7
 , , ,11
 , , ,6
 , , ,
1800,54,100,6
 , , ,5
1700,45,55,6
1400,48,2000,8
2200,45,5000,10
1862,45,10,7
2430,34,8000,8
 , , ,6
 , , ,
500,28,4,9
560,3,1,8
1055,55,120,10
1025,48,100,7
 , , ,
 , , ,6
1300,48,200,8
746,14,1,10
1200,98,25,6
 , , ,3
87,12,1,3
1383,45,3,7
1490,55,1800,7
3031,45,8,7
 , , ,
 , , ,
 , , ,
2600,40,150,9
1800,48,700,10
 , , ,
733,12,1,5
 , , ,4
 , , ,6
1500,72,300,8
433,18,5,10
 , , ,
1025,48,41,5
 , , ,
 , , ,7
1025,46,50,6
 , , ,
 , , ,
2060,48,998,6
1025,48,500,7
 , , ,8
 , , ,6
1000,48,1,6
1025,66,998,7
300,67,6,5
 , , ,10
 , , ,
 , , ,
 , , ,
 , , ,7
3500,40,600,12
1200,40,5,11
 , , ,
3000,46,6,12
1610,48,998,9
2620,39,998,11
 , , ,
 , , ,
 , , ,9
909,12,1,5
1150,48,150,7
 , , ,10
 , , ,5
 , , ,
1500,60,9998,11
 , , ,
650,16,1,6
1200,65,1,6
1650,56,1,11
 , , ,
2165,48,1,6
225,7,2,4
1008,32,1,6
 , ,2,6
945,84,2,8
1299,47,15,6
 , , ,5
1083,59,3,9
1558,54,1,7
 , , ,6
 , , ,
1500,70,1,9
 , , ,6
1500,45,1000,11
3500,42,9998,12
 , , ,6
1820,60,1,4
 , , ,5
2070,62,3,7
 , , ,8
 , , ,
 , , ,4
1025,48,501,10
3500,40,501,12
2000,45,100,11
3000,44,10,7
 , , ,7
 , , ,6
 , , ,
 , , ,
4000,55,9998,13
4000,44,12,11
300,5,1,6
 , , ,7
4000,44,9998,12
1732,46,3,7
 , , ,6
 , , ,6
2332,80,50,5
 , , ,7
717,64,3,5
1500,61,2,6
 ,35,3,9
 , , ,
 ,20,3,6
1200,54,4,6
 ,24,3,7
 , , ,
 , , ,
 , , ,
1025,48,80,7
 , , ,
 , , ,
 , ,3,7
 , ,3,6
1732,35,16,9
 , , ,6
 , , ,5
 , , ,
2700,84,2,9
61,30,1,9
 , , ,
1600,44,7,7
 , , ,5
3000,40,7000,11
2000,40,25,12
1500,44,7,11
1025,45,25,9
 , ,2,6
1491,70,2,6
 , , ,10
 , , ,
 , , ,10
1760,60,200,10
 , , ,
 , , ,
2728,98,10,7
 , , ,6
 , , ,
 , , ,
2335,77,1,4
1000,45,1,10
 , , ,11
433,5,1,11
 , , ,
3550,56,2,7
 , ,2,4
2200,36,9998,12
1760,63,200,7
80,21,1,6
 , , ,6
 , , ,6
 , , ,6
 , , ,
3242,50,100,6
360,25,2,6
364,13,1,5
 , , ,
5000,50,9000,12
2500,40,150,11
 , , ,
4000,50,9000,11
3500,40,4000,12
 , , ,
 , , ,
2000,60,15,8
3000,45,150,10
 , , ,
6220,68,1000,13
3000,36, ,9
 , , ,
3500,48,46,10
 , , ,8
 , , ,
 , , ,10
 , , ,8
 , , ,
 , , ,11
20000,46,6,11
10000,50,40,12
 , , ,10
 , , ,
265,8,1,3
 , , ,6
 , , ,
1100,30,1,7
950,54,1,2
 , , ,
 , , ,
1083,48,10,7
 , , ,7
 , , ,
 , , ,
 , , ,7
197,28,2,5
 , ,2,7
5000,48,9998,11
4500,40,9998,11
 , , ,11
 , , ,
 , , ,
3600,66,100,11
3000,56,1,11
 , ,2,12
 , , ,
 , , ,12
 , , ,11
 , , ,11
 , , ,6
 , , ,7
 , , ,4
866,48,3,10
 , , ,
1600,48,200,10
 , , ,7
 , , ,6
 , , ,
 , , ,
 , , ,7
 , , ,
 , , ,
2500,66,998,7
 , , ,6
 , , ,
 , , ,
520,12,1,7
1200,48,998,10
 , , ,6
1025,20,30,10
 , , ,
 , , ,6
 , , ,
 , , ,
1020,56,1,7
 , , ,10
 , , ,5
 , , ,
 , , ,
799,62,1,9
 , , ,
 , , ,6
1068,66,1,6
 , , ,11
 , ,2,4
616,68,2,2
1950,63,1,6
2500,48,30,6
1280,45,40,7
 , , ,
5527,45,5,6
1299,5,3,11
3300,41,1,6
2378,53,5,11
1400,40,6,6
1732,60,1,5
 , , ,
 , , ,
 , , ,
151,4,1,4
300,48,1,3
 , , ,7
87,2,2,6
65,7,1,3
 , , ,6
 , , ,4
1456,65,1,8
3100,48,9998,11
3150,36,9998,12
 , , ,
2950,45, ,10
1200,48,60,9
 , , ,
 , , ,
2090,45,120,7
2090,49,100,9
 , , ,
 , , ,
1140,50,50,6
1428,65,1,7
 , , ,
 , , ,11
1200,72,32,9
1050,68,1,6
7500,40,9998,13
 , , ,13
1300,36,9998,13
1174,20,4,6
 , , ,2
935,25,1,11
 , , ,7
1162,36,1,5
2198,48,2,5
1100,35,20,9
1125,51,250,9
 , , ,9
1460,24,1,7
 , , ,
 , , ,
2300,33,5000,13
2000,36,5000,9
 , , ,
 , , ,9
 , , ,9
 , , ,6
230,14,1,8
1325,51,9998,8
 , , ,7
1216,21,1,4
1928,53,3,7
1500,30,30,11
1600,66,90,7
1673,72,500,10
 , , ,9
 , , ,
 , , ,
 , , ,5
2200,54,20,12
1510,48,100,6
1735,62,1,10
3000,48,50,12
 , , ,11
 , , ,6
500,8,1,7
 , , ,7
800,56,2,7
2176,48,2,10
 , , ,
 , , ,12
200,21,1,4
 , , ,5
 , , ,5
1025,72,4,8
1500,60,3000,9
 , , ,7
1200,30,150,10
1083,24,5,10
600,24,3,6
 , , ,4
3000,48,300,11
2000,48,10,9
 , , ,12
 , , ,5
3000,30,10,6
3500,40,2000,12
173,5,1,11
170,12,1,9
600,10,1,10
2500,40,600,11
 , , ,
 , , ,
 , , ,5
 , , ,6
2800,40,9998,10
1200,48,7,12
7000,45,2000,11
 , , ,10
 , , ,
 , , ,
1000,48,1,10
3000,44,1,13
 , , ,
 , , ,10
1410,48,1,6
 , , ,
 , , ,7
 , , ,
1114,82,2,6
 ,36,2,7
 , , ,
1160,74,1,4
1050,48,3,10
 , , ,8
 , , ,7
 , , ,7
 , , ,9
2300,45,50,11
 , , ,
 , , ,
1700,38,1,9
 , , ,10
 , , ,
1200,46,100,11
2050,60,2,10
 , , ,
 , , ,
1800,40,9998,9
2000,48,3,10
3600,46,3,11
 , , ,10
 , , ,11
4500,45,150,11
 , , ,5
 , , ,5
 , , ,6
3000,40,40,10
1025,48,2,10
 , , ,6
1600,20,1,11
 , , ,7
 , , ,3
 , , ,4
754,28,2,7
4000,42,6,7
 , , ,6
2500,49,4,7
3000,45,2000,11
 , , ,3
 , , ,1
1732,45,6,7
2500,45,800,11
3000,40,1000,9
480,6,1,8
1180,42,1,11
1025,48,6000,6
 , , ,11
3000,45,3000,12
1025,40,15,11
1200,40,1000,6
3100,40,1000,12
1025,40,9998,6
600,28,1,6
1083,33,1,6
2165,50,3,9
 , , ,11
 , , ,
 , , ,
 , , ,7
 , , ,7
4500,79,2000,7
2000,47,2,11
 , , ,
1461,92,1,6
 , , ,7
 , , ,7
 , , ,5
 , , ,
180,6,1,5
1490,53,1,10
2050,9,2,10
 , , ,9
1500,68,90,9
 , , ,6
 , , ,5
 , , ,7
 , , ,
1074,32,2,6
 , , ,9
 , , ,6
1700,45,100,9
 , , ,6
 , , ,
 , , ,12
 , , ,6
 , , ,
 , , ,
 , , ,1
2500,48,600,6
 , , ,7
3248,45,30,6
2000,40,9998,11
1764,48,150,7
 , , ,7
 , , ,11
1308,91,2,5
 , , ,
1500,40,4,9
 , , ,11
 , , ,6
2200,48,1500,10
 , , ,9
 , , ,
 , , ,
 , , ,8
1025,33,40,9
 , , ,
1200,45,20,5
 , , ,6
 , , ,
 , , ,
1083,50,4,5
 , , ,5
910,50,2,7
 , , ,
2600,48,70,11
 , , ,6
 , , ,
1300,56,500,8
 , , ,11
 , , ,
1025,48,4,6
3500,50,998,11
 , , ,
2500,30,998,11
 , , ,11
3000,36,9000,11
1992,60,2,6
 , , ,11
1516,46,5,7
 , , ,10
1025,59,68,7
1299,40,6,9
 , , ,8
1613,6,1,7
 , , ,11
 , , ,6
2500,51,1000,7
1600,72,20,6
 , , ,5
 , , ,
1500,50,10,6
 , , ,6
1200,40,100,9
1065,40,2000,10
 , , ,11
 , , ,5
 , , ,3
1400,72,5000,6
2303,60,50,11
 , , ,5
 , , ,6
1559,45,2,5
1820,44,1,6
 , , ,
 , , ,5
 , , ,
 , , ,
1258,48,180,5
1260,40,1,4
1600,64,18,8
1039,24,2,6
1473,48,30,6
 , , ,6
 , , ,
 , , ,
2400,30,3,8
 , , ,11
 , , ,6
 , , ,12
 , , ,11
 , , ,12
 , , ,6
 , , ,6
 , , ,4
 , , ,5
2300,40,80,11
3500,36,9998,12
 , , ,5
 , , ,6
 , , ,12
 , , ,10
5130,24,30,13
 , , ,6
 , , ,
433,48,1,11
 , , ,
 , , ,
 , , ,
 , , ,10
2800,40,1000,12
2800,46,50,11
 , , ,11
 , , ,12
2000,52,80,9
 , , ,9
1949,42,4,4
 , , ,5
 , , ,
 , , ,
 , , ,
800,36,10,6
 , , ,
 , , ,6
 , , ,7
433,12,1,4
1300,54,9998,9
1740,45,998,7
 , , ,4
 , , ,3
3979,60,15,6
 , , ,6
779,13,10,8
 , , ,11
 , , ,13
 , , ,6
1242,20,1,6
 , , ,5
 , , ,
1500,48,50,5
 , , ,7
 , , ,6
 , , ,
 , , ,
1460,45,5,11
 , , ,5
 , , ,
1900,42,9888,9
 , , ,6
 , , ,7
 , , ,6
 , , ,5
 , , ,5
1800,58,300,7
1290,71,2,9
168,8,2,6
 , ,2,6
 , , ,4
2912,65,300,8
 , , ,7
 , , ,5
3200,64,5000,11
 , , ,
1800,48,120,7
2390,48,2,10
1500,66,80,8
1800,48,220,10
 , , ,
 , , ,
2500,36,9998,9
2000,50,9998,10
2260,45,20,10
 , , ,9
1100,40,20,7
600,25,12,10
 , , ,6
 , , ,
 , , ,6
1386,58,1,3
960,3,2,3
2500,72,200,6
43,5,2,5
 , , ,
 , , ,
649,12,1,3
 , , ,
1975,48,2,7
 , , ,5
 , , ,
1127,54,1,7
 , , ,10
 , , ,
 , , ,
 , , ,4
1998,93,1500,7
2220,60,501,6
 , , ,6
 , , ,
900,9,30,10
5973,42,9998,13
500,16,1,7
 , , ,8
 , , ,5
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,4
1500,48,30,9
 , , ,
1430,48,500,7
2066,72,5,3
570,26,4888,7
 , , ,6
 , , ,
1450,48,2,7
 , , ,6
 , , ,
 , , ,
 , , ,5
217,12,1,7
600,9,10,10
2400,36,9988,9
2000,48,9998,9
 , , ,
 , , ,
1550,36,2000,9
 , , ,6
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,
615,80,1,5
 , , ,6
2133,68,1,7
1800,45,4800,11
1500,40,40,11
 , , ,
909,77,2,7
1949,70,3,11
 , , ,
 , , ,
 , , ,
2500,61,12,10
2000,40,3,7
2500,30,3,11
 , , ,6
 , , ,
2295,45,12,6
 , , ,6
 , , ,
 , , ,
1500,63,2,6
 , , ,6
2901,60,3,5
200,80,2,7
 , , ,6
 , , ,
 , , ,
 , , ,
1200,63,7,6
433,18,3,6
1590,47,1,4
1299,57,3,9
 , , ,6
 , , ,
 , , ,11
 , , ,
 , , ,9
 , , ,6
3638,78,2,6
 , , ,6
1181,54,1000,7
 , , ,7
 , , ,5
 , , ,
 , , ,2
 , , ,6
606,8,1,5
 , , ,6
3500,70,2000,7
 , , ,6
 , , ,
 , , ,
 , , ,6
600,13,200,11
1500,40,13,9
 , , ,10
 , , ,
2000,45,1000,11
1202,48,1,7
1266,30,1,10
2000,40,3,12
 , , ,4
2500,40,80,9
1200,48,2000,6
2300,30,1000,12
 , , ,12
 , , ,11
1025,48,10,5
779,36,1,6
650,38,1,5
 , , ,
1300,54,2,6
990,46,1,11
 , , ,
 , , ,
 , , ,9
3650,79, ,6
 , , ,6
 , , ,
4000,40,200,11
 , , ,
1600,51,1,7
1083,62,6,5
 , , ,8
 , , ,
 , , ,6
 , , ,6
4300,44,150,12
500,12,1,4
 , , ,10
3608,80, ,10
1800,48,1000,9
 , , ,
 , , ,5
4150,55,9998,12
1025,35,9998,9
3000,36,9998,10
2200,48,10,9
 , , ,5
 , , ,6
 , , ,5
1150,48,300,8
 , , ,
 , , ,6
 , , ,6
 , , ,8
1500,48,100,6
 , , ,5
 , , ,6
 , , ,7
 , , ,6
 , , ,8
3500,40,2500,11
1550,78,12,11
2409,37,248,11
 , , ,
4760,35, ,10
3500,60,8000,12
 , , ,10
 , , ,6
1700,36,98,9
1500,48,5000,8
 , , ,10
 , , ,6
 , , ,5
 , , ,6
 , , ,6
 , , ,7
2800,57,1000,10
606,18,3,11
3031,48,10,6
1285,56,1,6
1273,24,3,5
433,16,11,4
 , , ,
2500,36,1000,10
 , , ,3
 , , ,5
4450,72, ,6
 , , ,12
 , , ,11
1800,54,6,7
3600,54,6,9
 , , ,
 , , ,
 , , ,
1500,30,3,7
1025,56,4,4
1025,30,4,6
1025,54,3,7
2448,65,2,5
 ,67,2,6
 , , ,
 , , ,
1484,40,3,7
 ,18,3,6
1169,48,1,6
1500,54,10,11
 , , ,6
2528,68,1,5
45,2,1,11
 ,42,4,6
 , , ,6
6000,48,1,12
1900,40,30,12
433,8,2,9
3000,30,9998,12
 , , ,6
 , , ,6
2000,50,10,12
 , , ,7
 , , ,
 , , ,
3150,66,1,6
1600,63,1,9
 , , ,12
1516,59,5,9
4000,86,3,12
1516,56,3,7
 , , ,9
3000,68,9998,6
 , , ,
 , , ,6
1200,45,80,7
1200,46,15,10
1900,63,4,10
 , , ,4
2000,45,4,11
1500,45,30,6
1600,48,4,6
3000,45,12,10
 ,20,5,6
 , , ,6
 , , ,
 , , ,
 , , ,
4000,48,6,12
3000,30,1,12
 , , ,10
 , , ,
 , , ,11
1500,36,1,6
2701,64,1,7
2035,52,2,6
 ,36,2,6
 , , ,
1200,30,1,11
120,3,1,11
 , ,2,7
 , , ,10
1500,40,11,11
2200,48,120,7
150,15,1,9
 , , ,
 , , ,6
1200,51,50,12
300,10,1,12
 , , ,11
3500,64,1,11
 , , ,
 , , ,
 , , ,10
 , , ,
 , , ,
1025,54,5,7
1200,48,4,7
 , , ,5
 , , ,
 , , ,
4067,66,2,7
 , , ,8
 , , ,
 , , ,
1500,40,30,7
470,20,1,7
207,3,1,7
 , , ,5
 , , ,
 , , ,
612,43,2,5
 ,37,2,11
 , , ,
 ,20,3,3
1449,70,3,2
866,58,2,8
2446,48,120,9
 , , ,11
 , , ,
1720,41,1,7
 , , ,
1299,48,3,9
 , , ,
 , , ,6
1300,40,300,11
8261,85,2,6
 , ,2,6
 , , ,
1350,48,3,9
1025,48,400,9
 , , ,
 , , ,
1271,57,1,2
1259,74,1,5
 , , ,
645,6,4,2
 , ,4,3
950,40,9998,3
 , ,4,4
 ,20,4,4
1428,50,1,5
 , , ,8
 , , ,
 , , ,9
2149,12,2,6
2500,68,70,11
 , , ,
 , , ,
 , , ,6
 , , ,8
 , , ,5
2000,40,90,11
 , , ,10
 , , ,6
 , , ,7
1700,52,1,7
 , , ,11
 , , ,
 , , ,
 , , ,7
5200,60,10,12
1030,48,500,10
 , , ,6
550,20,8,8
 , , ,
 , , ,
1800,66,300,7
916,24,1,7
1300,66,1,7
 , , ,
1392,32,1,7
 , , ,
600,15,1,7
 , , ,2
 , , ,
1600,66,300,10
1400,56,12,7
 , , ,3
 , , ,
900,63,1,7
 , , ,
900,40,1,6
 , , ,
1039,50,6,6
 , , ,1
2000,72,3,6
 , , ,7
 , , ,
 , , ,
1299,54,5,7
1533,60,6,7
 , , ,10
 , , ,10
1000,37,1,3
5000,48,1,11
 , , ,11
 , , ,6
 , , ,5
 , , ,5
 , , ,6
2400,30,1,5
 , , ,8
2500,48,100,7
 , , ,12
 , , ,7
 , , ,
 , , ,
 , , ,
1249,38,1,6
 , , ,3
 , , ,
1212,48,18,4
 , , ,5
 , , ,5
1732,55,2,7
1330,60,120,7
200,18,2,7
 , , ,
2500,51,90,11
 , , ,
1025,48,1000,6
 , , ,11
 , , ,
 , , ,9
 , , ,
4000,36,4000,12
 , , ,6
 , , ,
1530,72,1,7
1083,20,1,6
840,9,1,11
540,15,1,11
1500,66,1000,8
600,72,1,8
 , , ,5
 , , ,
 , , ,
 , , ,6
 , , ,6
1025,48,9998,7
 , , ,11
 , , ,6
3000,45,13,7
653,36,2,9
 , ,2,6
 , , ,
 , , ,9
606,68,2,8
3300,66,50,10
 , , ,
 , , ,
 , , ,
 , , ,
2400,48,3,4
430,20,100,11
 , , ,
 , , ,
446,70,1,6
80,30,2,4
2800,30,9998,13
3500,45,115,12
1900,48,2,12
 ,36,2,12
 , , ,
3130,60,2,12
2000,49,800,9
 , , ,10
 , , ,5
 , , ,5
2000,48,50,10
1212,16,1,6
 , , ,12
 , , ,
 , , ,
 , , ,
1200,48,120,8
700,49,1,4
 , , ,
 , , ,6
 , , ,
4800,55,9998,11
2280,42,9998,12
3000,50,600,12
 , , ,10
 , , ,
1225,42,4,9
 , , ,7
3365,62,6,10
 , , ,7
 , , ,6
 , , ,7
1200,42,450,8
 , , ,11
 , , ,
1800,45,800,12
350,8,4,5
 , , ,
 , , ,
1949,70,6,3
 , , ,10
 , , ,6
1025,40,9998,11
 , , ,8
 , , ,5
1500,42,9998,10
 , , ,
909,70,2,6
 , , ,3
 , , ,3
 , , ,12
 , , ,11
 , , ,6
 , , ,12
3500,48,998,11
 , , ,10
 , , ,7
1700,45,10,10
 , , ,10
2000,84,20,11
 , , ,
1200,45,180,11
1025,50,190,6
1299,48,3,6
 , , ,7
 , , ,11
2598,47,15,7
 , , ,6
 , , ,
 , , ,9
1025,45,100,7
1949,54,3,8
 , , ,6
 , , ,5
 , , ,5
 , , ,5
 , , ,8
 , , ,6
 , , ,4
 , , ,3
 , , ,8
1086,48,2000,6
1050,48,85,8
 , , ,
1083,66,2,6
779,36,2,4
 , , ,4
217,8,1,8
 , , ,
2165,45,4,7
 , , ,7
 , , ,
 , , ,
 , , ,
 , , ,5
 , , ,
 , , ,
4900,30,9000,11
 , , ,12
 , , ,4
3500,40,1000,11
 , , ,12
 , , ,
 , , ,
4000,36,9000,12
 , , ,6
1025,40,80,12
2300,40,9000,11
 , , ,11
1025,47,10,11
866,48,3,9
87,6,3,6
 , , ,5
2000,40,20,11
1100,46,9998,7
 , , ,5
 , , ,3
 , , ,6
 , , ,9
 , , ,12
 , , ,7
 , , ,12
1400,36,10,12
 , , ,6
 , , ,6
 , , ,1
2165,48,2,5
 , , ,6
 , , ,7
 , , ,7
1320,45,5,7
 , , ,
1200,48,98,6
4160,48, ,12
905,24,1,7
1600,50,400,12
 , , ,11
 , , ,3
 , , ,7
1500,40,10,12
 , , ,9
1500,48,4,6
 , , ,
 , , ,
1500,48,10,7
 , , ,5
 , , ,10
1300,48,120,11
 , , ,6
 , , ,
700,25,5,6
1300,36,9998,9
 , , ,7
3500,82,9998,7
 , , ,10
800,25,10,9
3000,40,9998,7
1472,40,3,6
1516,63,50,6
 , , ,
 , , ,
 , , ,9
 , , ,9
 , , ,
 , , ,
 , , ,
1400,54,1000,9
400,40,40,12
 , , ,6
2425,48,4,7
 , , ,3
2600,30,9998,11
3500,35,9998,12
 , , ,5
 , , ,
 , , ,
1500,48,2000,6
 , , ,
 , , ,
 , , ,
1200,63,600,8
 , , ,
1025,45,400,7
 , , ,
 , , ,7
 , , ,6
 , , ,
1520,40,7,7
1170,48,5,5
1732,96,2,7
 , , ,6
1900,82,200,9
1516,48,4,6
1976,62,3,8
 , , ,
 , , ,3
2332,56,2,6
130,6,1,6
 , , ,
 , , ,
1299,68,3,7
 , , ,7
 , , ,
 , , ,
 , , ,
 , , ,6
 , , ,7
 , , ,5
 , , ,
1600,25,10,11
 , , ,12
1000,48,10,6
 , , ,7
 , , ,6
1000,12,1,11
 , , ,6
1800,70,1,9
 , , ,10
 , , ,
580,63,1,5
 , , ,11
 , , ,6
1299,16,1,6
 , , ,9
1200,54,15,6
 , , ,
 , , ,
2697,53,2,7
 , , ,6
 ,16,2,11
 , , ,
1549,32,1,5
1378,50,1,7
1316,84,2,8
1550,90,500,10
 , , ,
1300,60,34,5
 , , ,4
4500,104, ,10
1700,60,998,9
 , , ,
 , , ,6
950,86,1,9
 , , ,
1700,48,1,6
300,25,1,6
1050,48,50,7
