IngresoMensual,HorasSemanales,NumTrabajadores,AñosEstudio
1000,36,1,9
 , , ,
 , , ,
1500,48,50,9
 , , ,10
798,91,2,7
1450,64,1,6
1025,50,12,11
1200,48,100,10
 , ,2,10
1812,48,2,9
 , , ,
 , , ,
 , , ,7
 , , ,
 , , ,
 , , ,
 , , ,5
 , , ,
1350,58,200,5
303,6,1,7
 , , ,
346,15,2,11
2000,34,1,9
 , , ,9
 , , ,6
 , , ,7
1700,66,9000,11
 , , ,9
 , , ,
 , , ,
113,44,1,10
3650,51,7,1
 , , ,
3031,47,7,7
3031,53,7,6
 , , ,5
1150,48,9998,7
 , , ,5
1000,42,1,4
 , , ,2
3464,40,150,10
 , , ,12
1500,40,150,12
1400,48,100,10
 , , ,5
900,60,1,7
1200,40,9998,7
 , , ,10
 , , ,11
 , , ,4
5169,60,5,6
 ,60,5,6
650,23,5,10
1400,81,20,8
600,35,2,10
840,24,7,11
 , ,2,6
2400,45,11,9
 , , ,5
 , , ,
 , , ,6
200,2,1,12
 , , ,10
3400,40,9998,12
1688,74,1,7
1300,65,150,5
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,6
 , , ,
1700,48,120,7
2000,45,50,11
1400,56,28,6
 , , ,
 , , ,11
 , , ,12
2850,15,1,12
 , , ,12
 , , ,12
 , , ,
90,6,1,6
2000,45,45,8
 , , ,
 , , ,
1662,60,2,6
 , ,2,6
 , , ,
 , , ,
8000,40,9988,12
2500,18,9998,11
420,72,2,7
1039,39,8,6
 , , ,9
2100,48,300,9
 , , ,9
 , , ,
1876,48,4,11
1645,63,6,10
2767,36,5000,10
 , , ,
 , , ,
 , , ,
1500,88,1,9
1800,42,9998,9
800,9,1,6
800,8,1,6
3563,54,2,4
 , ,2,4
2500,40,80,11
2400,46,60,12
130,6,4,10
2108,28,1,9
600,60,2,6
 ,18,2,7
 , , ,
1800,48,40,11
 , , ,9
 , , ,
 , , ,
1800,45,90,5
 , , ,6
 , , ,7
18913,40,499,12
4000,40,500,12
 , , ,
7000,59,998,12
11500,64,998,12
1470,48,300,7
1029,48,300,7
 , , ,
 , , ,
 , , ,6
 , , ,7
 , , ,3
2338,48,8,9
 , , ,6
 , , ,
 , , ,7
 , , ,
 , , ,
6000,40,50,11
2200,64,1,11
 , , ,6
1083,66,7,9
 , , ,6
 , , ,5
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,12
5000,40,3000,12
 , , ,
 , , ,
4000,48,50,12
3000,58,4,8
700,36,2,6
860,24,3,6
 , , ,
2500,40,9998,9
 , , ,
1949,45,3,4
 , , ,4
 , , ,
 , , ,
 , , ,
2500,40,1,10
1500,48,9998,6
 , , ,
 , , ,
2123,58,2,5
 ,24,2,5
 , ,2,7
1315,60,2,7
1500,43,53,11
 , , ,6
 , , ,7
1500,98,600,10
1105,42,1800,12
583,35,4,11
 , , ,7
 , , ,
 , , ,4
513,24,80,11
 , , ,7
1700,10,5,7
1100,48,30,7
 , , ,
 , , ,6
1100,40,200,10
1400,60,80,6
3031,46,9,6
 , , ,11
 , , ,
2500,48,80,6
3440,65, ,8
 , , ,12
 , , ,
2500,46,10,11
 , , ,12
 , , ,7
 , , ,6
1299,60,1,7
5500,60,12,11
3000,56,12,11
 , , ,
 , , ,
 , , ,
1025,48,500,6
3400,18,1,9
 , , ,10
 , , ,5
 , , ,
 , , ,9
3000,45,60,11
 , , ,
 , , ,
3500,40,120,12
 , , ,7
 , , ,
 , , ,
1200,46,1,6
766,42,4,4
1810,75,40,7
 , ,4,6
1500,48,1,6
5000,72,9998,11
3500,63,9998,11
 , , ,6
 , , ,
173,8,2,7
 , , ,7
 , , ,2
2598,66,2,7
 , , ,5
1500,45,200,6
 , , ,6
 , , ,
 , , ,
600,15,1,6
 , , ,6
 , , ,
1460,48,50,6
370,18,1,6
 , , ,
3000,50,300,11
1600,48,100,11
 , , ,6
 , ,2,1
217,31,2,3
1650,40,1,6
1380,40,1,6
293,15,2,7
 , ,2,6
1800,66,10,10
2200,30,9998,11
 , , ,
 , , ,
 , , ,4
 , , ,7
 , , ,5
1460,60,1,7
 , , ,5
320,12,1,5
 , , ,
 , , ,7
1200,63,80,6
1900,45,998,10
 , , ,5
2815,48,3,5
866,50,3,6
 , , ,10
 , , ,
 , , ,
 , , ,8
 , , ,11
 , , ,10
 , , ,10
 , , ,6
 , , ,
346,30,10,4
1516,62,4,5
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,5
525,20,1000,11
1333,60,5,7
 , , ,
 , , ,7
 , , ,6
 , , ,11
 , , ,12
1025,40,30,10
2300,48,300,12
1600,48,9998,7
1516,54,20,11
 , , ,7
 , , ,
 , , ,
1438,68,1,7
 , , ,10
 , , ,11
2500,40,30,9
2000,40,100,12
 , , ,4
 , , ,4
 , , ,7
 , , ,
 , , ,
 , , ,
2000,30,1000,12
 , , ,
1025,30,10,11
1900,48,1,6
 , , ,9
840,24,7,5
 , , ,
 , , ,
1300,45,1,6
1867,61,9998,7
1025,24,500,7
 , , ,6
1480,60,1,7
260,10,2,6
 , , ,
105,2,1,10
 , , ,6
1200,30,9998,10
1500,66,9998,11
 , , ,6
1082,30,2,6
1917,63,1,5
 , , ,6
1503,48,2,6
1400,54,25,6
132,15,1,4
 , , ,3
 , , ,3
5000,43,3,10
2000,60,2,7
 , , ,
3000,46,1,11
 , , ,7
2815,54,1,12
3000,40,998,12
4500,48,900,12
1923,45,4,6
1450,48,1,6
600,7,12,11
 , , ,4
 , , ,
 , , ,
 , , ,11
 , , ,3
2800,43,1,9
3000,40,40,12
 , , ,6
2598,56,4,5
823,15,1,6
 , , ,1
 , , ,
1500,48,1,11
 , , ,6
 , , ,7
1025,48,9998,12
 , , ,7
 , , ,
1816,84,7,7
 , , ,11
 , , ,
 , , ,
1200,66,50,9
1800,48,100,9
 , , ,
 , , ,6
 , , ,
 , , ,11
1400,72,9998,8
 , , ,7
1144,70,2,5
1750,70,2,11
 , , ,6
 , , ,6
 , , ,10
2000,98,1,6
600,30,9998,8
 , , ,5
 , , ,
1299,42,3,6
2000,46,12,7
 , , ,
 , , ,
2300,35,4,10
1597,60,4,9
 , ,4,11
1429,54,8,9
2200,30,9998,12
 , , ,5
 , , ,
 , , ,3
 , , ,10
1465,18,1,6
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
170,9,1,12
 , , ,8
 , , ,6
 , , ,6
 , , ,
300,21,1,6
 , , ,7
 , , ,
 , , ,7
 , , ,6
 , , ,10
 , , ,9
 , , ,5
3600,57,3,9
1025,48,550,9
173,8,4,7
779,24,50,9
 , , ,6
 , , ,
 , , ,
2500,72,1,9
1500,48,1,7
 , , ,10
1600,58,2,6
1083,76,2,6
 , , ,
1100,72,1,6
2250,72,1,4
1083,60,3,7
 , , ,
2165,54,2,6
200,18,1,6
 , , ,
 , , ,
 , , ,
80,2,1,6
800,25,3,12
 , , ,
 , , ,5
1615,72,1,9
201,20,2,1
1880,58,85,6
 , , ,8
2100,67,200,9
 , , ,5
2165,42,4,4
2500,84,4,5
 , , ,6
1494,34,1,9
 , , ,
300,70,1,4
1500,57,3,6
 , ,3,11
 , , ,
 , , ,11
 , , ,9
 , , ,5
300,4,1,10
 , , ,5
800,48,1,9
 , , ,5
50,4,16,6
 , , ,5
 , , ,3
 , , ,5
1732,40,4,6
 ,30,2,6
1200,56,150,8
 , , ,
 , , ,7
6790,60, ,12
4500,48, ,13
 , , ,6
 , , ,10
 , , ,
 , , ,
 , , ,
1516,58,1,5
 , , ,5
1025,42,16,9
 , , ,5
 , , ,5
 , , ,6
 , , ,
 , , ,
 , , ,9
1497,48,1,5
1025,30,600,11
5000,36,9000,12
 , , ,12
1200,16,1,12
1732,32,4,6
1732,66,10,6
 , , ,6
 , , ,
1732,60,10,5
 , , ,5
 , , ,3
 , , ,4
3500,48,2500,10
1500,45,150,6
 , , ,
 , , ,
 , , ,
117,6,3,7
 , , ,4
1150,44,3,9
1920,49,1,6
866,36,1,3
 , , ,5
 , , ,2
 , , ,
 , , ,7
2100,30,9998,11
 , , ,10
 , , ,
 , , ,
 , , ,7
2790,48,2,10
 , , ,6
 , , ,
 , , ,
2200,48,15,7
1050,48,998,10
1100,48,9998,10
 , , ,
2400,50,1,5
158,14,1,7
 , , ,5
 , , ,
 , , ,
 , , ,2
 , , ,6
1200,40,1000,10
 , , ,
 , , ,11
5000,30,5,11
1850,45,1,6
3400,45,6,12
2395,40,1000,11
 , , ,
 , , ,4
909,18,3,7
1247,48,1,6
6500,40,9998,13
 , , ,13
780,30,5,9
 , , ,9
585,28,1,10
1620,61,9998,6
 , , ,
52,14,1,5
1415,60,4,9
1025,50,30,6
1200,48,50,6
 , , ,7
2400,45,10,9
2800,40,120,10
666,42,1,5
 , , ,
 , , ,5
1964,40,2,10
1299,40,2,6
2500,52,1,11
 , , ,12
 , , ,6
2746,73,2,7
1365,81,1,6
 , , ,3
1600,52,4,7
1800,55,9998,9
325,16,4,5
 , , ,
 , , ,4
 , , ,2
1200,72,30,8
 , , ,7
 , , ,6
76,7,2,5
 , ,2,9
1100,40,8,7
 , , ,4
1000,36,1,9
 , , ,6
130,10,3,6
 , , ,5
4500,45,520,12
3000,45,700,12
2300,55,200,9
600,8,1,9
 , , ,7
 , , ,
 , , ,6
 , , ,
 , , ,5
 , , ,5
 , , ,
 , , ,7
750,30,1,10
 , , ,12
5000,30,1,11
1200,48,20,9
 , , ,
 , , ,
2000,84,2,7
 , , ,
 , , ,
1083,16,1,11
4000,40,150,11
800,56,1,7
 , , ,11
 , , ,9
2500,18,1000,12
 , , ,6
2500,46,3,4
 , ,3,7
 , , ,
4000,62,4,5
779,84,2,4
1100,56,1,5
1250,30,1,9
1299,60,3,7
1100,70,1,7
 , , ,
1199,61,1,6
 , , ,5
 , , ,3
 , , ,7
3000,77,5,9
2260,23,1,6
 , , ,11
 , , ,11
 , , ,5
2202,52,2,6
 , ,2,10
 , , ,
948,72,1,5
 , , ,
 , , ,
700,8,1,6
2200,43,40,11
570,24,9998,11
1865,49,1,5
1267,21,1,9
 , , ,
1018,43,2,7
217,20,1,6
 , , ,
 , , ,2
 , , ,
 , , ,11
 , , ,11
2815,45,10,6
1383,49,5,7
 , , ,6
2520,54,80,9
 , , ,
1176,27,4,6
1025,36,9998,10
 , ,4,7
 , ,4,5
 , , ,
8000,55,100,10
 , , ,7
800,30,8,9
 , , ,8
 , , ,
1500,48,1,8
2060,87,1,10
 , , ,6
1200,30,1,8
1025,40,5,9
372,11,2,9
1025,43,8000,8
87,2,1,6
 , , ,
 , , ,
 , , ,10
1900,49,80,5
 , , ,9
 , , ,11
 , , ,6
 , , ,5
1516,54,3,3
 , , ,5
 , , ,
 , , ,11
 , , ,7
1900,48,15,10
2500,84,2,6
1000,38,1,6
700,9,3,9
 , , ,
1800,36,9998,10
1620,30,1,9
1505,72,1,6
 , , ,5
 , , ,
3250,46,1,5
1799,84,4,7
 , , ,10
 , ,3,6
 , , ,
 , , ,
1650,48,100,6
 , , ,6
1025,48,6,8
 , , ,7
 , , ,
915,43,1,7
207,15,1,6
259,17,1,7
2000,50,1000,10
2500,66,25,7
 , , ,
 , , ,
1500,78,1,10
1516,70,5,8
 , , ,7
 , , ,5
1299,24,8,7
1000,23,1,6
1390,48,3,10
1500,11,1,11
1030,36,998,11
1900,104,30,5
 , , ,
1052,48,2000,6
 , , ,
 , , ,
2812,48,4,8
 , , ,6
 , , ,
 , , ,
 , , ,6
1025,48,998,7
 , , ,6
 , , ,
 , , ,5
400,56,1,6
 , , ,6
 , , ,
 , , ,
900,32,1,7
200,18,1,6
800,32,1,7
800,24,1,4
2530,56,1,11
 , , ,7
3400,40,5000,12
1500,48,15,7
2500,36,3000,12
 , , ,
 , , ,
 , , ,
 , , ,6
 , , ,3
2500,40,9998,11
1450,82,1,7
 , , ,4
 , , ,
 , , ,
1732,54,3,5
 , , ,11
 , , ,10
1000,33,1,7
5800,48,998,12
3000,41,1,11
 , , ,6
 , , ,
 , , ,
 , , ,4
2720,34,9000,12
 , , ,7
 , , ,
298,6,1,4
 , , ,3
2122,56,18,6
 , , ,
45,5,1,7
 , , ,
 , , ,
 , , ,12
2700,40,1800,12
 , , ,9
 , , ,
 , , ,10
1025,45,400,6
 , , ,7
500,20,1,11
10000,48,120,12
 , , ,11
800,63,1,7
300,5,1,5
 , , ,
1559,48,4,7
130,12,4,6
 , , ,
 , , ,
 , , ,3
650,40,3,8
1083,70,3,6
 , , ,
 , , ,6
 , , ,6
1025,72,450,6
1828,60,5,6
2600,30,5000,11
 , , ,
120,6,1,7
1100,72,1,7
303,48,6,6
1300,48,150,7
 , , ,
 , , ,
 , , ,
 , , ,6
1950,52,2,5
200,29,1,4
 , , ,
480,24,800,8
 , , ,5
1500,72,1,6
 , , ,11
1450,72,2,7
 , , ,7
 , , ,
 , , ,
 , , ,
 , , ,11
 , , ,6
1516,42,2,5
1212,49,5,8
 , , ,9
 , , ,
 , ,2,5
1550,76,2,6
 , , ,
 , , ,
500,21,1,7
 , , ,5
 , , ,6
6800,72,1,13
 , , ,11
 , , ,
 , , ,
 , , ,
1050,42,1,5
 , , ,6
510,28,1,11
 , , ,6
1800,54,1,7
203,14,1,6
1025,56,500,7
1516,48,2,7
1025,56,100,6
 , , ,9
2000,42,3000,8
 , , ,
 , , ,
 , , ,4
 , , ,5
6512,70, ,12
 , , ,11
 , , ,3
1460,40,510,12
 , , ,11
 , , ,11
1256,60,10,7
1787,50,5,5
 , , ,
1494,48,3,6
 , , ,
1399,54,1,3
1247,70,2,7
 , , ,11
2639,48, ,10
 , , ,
 , , ,
 , , ,7
 , , ,11
2050,50,1,8
 , , ,7
2500,56,2,7
2000,40,1,7
2000,70,1,6
1000,70,1,6
1004,36,3,7
 , , ,
 , , ,6
 , , ,8
 , , ,
1032,25,1,6
 , , ,6
1600,45,300,9
 , , ,
 , , ,
 , , ,7
 , , ,7
1500,40,40,10
4500,40,9998,13
6000,40,40,12
 , , ,4
3250,48,1,9
1000,30,3,11
1025,48,40,6
 , , ,9
 , , ,5
 , , ,
2559,50,2,6
 , , ,6
217,6,2,9
 , , ,4
1500,66,150,8
950,30,60,10
1217,63,1,4
1605,54,1,7
 , , ,6
260,9,2,8
 , , ,7
 , , ,
 , , ,
2350,60,1,7
 , , ,7
 , , ,9
2000,60,80,7
943,50,2,10
 , ,2,6
 , , ,
8000,72,16,6
 , , ,9
4000,46,10,11
 , , ,6
1040,36,1,6
 , , ,7
1620,26,1,9
1516,40,100,11
1830,31,1,11
 , , ,9
3500,36,8000,13
3420,48, ,9
 , , ,7
 , , ,
 , , ,
500,25,1,7
1325,54,600,7
 , , ,
 , , ,
 , , ,6
1132,24,1,11
3000,40,50,12
 , , ,
1209,45,2,7
1540,39,2,6
 , , ,6
 , , ,6
 , , ,
 , , ,3
4000,48,50,12
5000,40,300,13
 , , ,
1558,48,1,7
 , , ,4
 , , ,
 , , ,
600,42,1,5
9000,68,5,13
1200,20,1,11
 , , ,7
 , , ,9
 , , ,
 , , ,
 , , ,1
1320,60,9998,7
1868,55,1,5
693,12,5,12
585,24,2,11
 , , ,5
 , , ,5
 , , ,
 , , ,
 , , ,
2430,30, ,7
790,5,1,8
 , , ,11
 , , ,
20000,76,16,11
 , , ,6
 , , ,
 , , ,
1568,69,2,7
 , , ,
 , , ,
 , , ,9
 , , ,11
3500,54,150,11
550,12,1,9
 , , ,
 , , ,
 , , ,10
1550,50,1,7
 , , ,
 , , ,
 , , ,
 , , ,
6000,44,450,13
3500,35,300,12
 , , ,
 , , ,6
 , , ,
 , , ,
430,15,1,11
1175,68,8,8
 , , ,5
 , , ,6
1495,70,3,7
 , , ,
 , , ,
 , , ,
 , , ,
1500,48,1,6
 , , ,6
 , , ,
 , , ,7
 , , ,7
 ,27,2,9
2300,37,2,12
 , , ,
 , , ,
 , , ,
3500,40,3,12
 , , ,
 ,20,2,6
3000,40,2,12
 , , ,11
 , , ,8
1400,20,1,11
 , , ,
2500,50,1000,12
 , , ,
4000,72,2,8
 ,66,2,9
 , , ,
100,21,1,12
2500,76,300,11
1350,35,1,12
11500,58,9998,12
2500,44,90,12
 , , ,10
 , , ,9
 , , ,6
200,5,1,10
 , , ,6
3000,40,9998,12
1025,48,300,7
 , , ,5
1000,32,1,5
 , , ,4
 , , ,2
2000,30,1,12
1400,40,1,11
 , , ,
 , , ,
1250,60,1,9
1880,33,1,6
750,34,50,12
 , , ,
 , , ,
1400,91,1,8
 , , ,
 , , ,
200,12,1,3
2391,56,1,6
 , , ,5
 , , ,
 , , ,
1154,37,1,4
2092,46,2,5
 , , ,4
 , , ,
 , , ,
 , , ,5
2032,60,10,7
 , , ,
 , , ,
 , , ,9
350,36,1,10
1697,80,2,12
 ,40,2,6
 , , ,
 , , ,
 , , ,11
 , , ,4
 , , ,5
1007,68,2,7
 , , ,
200,10,1,6
 , , ,10
2000,40,150,11
1700,48,9000,11
 , , ,6
 , , ,4
 , , ,
948,66,1,11
 , , ,6
 , , ,11
 , , ,11
 , , ,11
 , , ,10
800,30,1,10
500,36,1,7
 , , ,5
1083,40,4,5
 , , ,10
1900,54,50,10
1310,50,1,4
1267,45,3,3
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
2000,54,1,7
900,98,3,6
5000,43,20,11
2500,17,1,11
4166,40,1000,12
 , , ,6
10000,56,6,13
 , , ,11
1025,40,200,12
 , , ,
3450,54,3,5
1226,31,2,6
2598,58,20,11
1700,45,50,7
 , , ,
1430,51,3,5
 ,70,2,10
1299,45,10,10
 ,63,3,9
2548,70,3,7
 , ,3,7
 , , ,
500,46,1,6
 , , ,8
650,24,30,10
 , , ,6
 , , ,5
1299,48,5,9
1516,46,3,6
 , , ,6
 , , ,7
 , , ,7
 , , ,
 , , ,
 , , ,
 , , ,6
 , , ,
1800,54,2,6
 , , ,
 , , ,12
 , , ,7
 , , ,
 , , ,
2031,60,1,6
 , , ,4
 , ,2,8
1884,84,2,6
1520,55,200,7
1776,66,6,5
 , , ,7
1899,58,6,7
 , , ,
 , , ,7
2450,48,1,9
2150,48,5000,6
866,54,3,6
1741,54,8,6
 , , ,
 , , ,
2000,72,1,6
 , , ,11
 , , ,
 , , ,
1820,48,200,9
1450,46,1,6
693,16,3,11
 , , ,
 , , ,6
 , , ,6
1000,60,1,3
 , , ,
 , , ,
 , , ,
 , , ,2
 , , ,
 , ,2,7
 , , ,
 , , ,
2000,70,2,4
653,82,1,10
3681,49,150,7
 , , ,
 , , ,
2458,56,2000,10
 , , ,
800,18,1,7
1025,48,1000,7
 , , ,
 , , ,
1083,48,2,6
 , , ,9
 , , ,10
2500,50,50,11
1400,44,5,10
3195,36,9998,12
 , , ,10
1150,45,1,10
 , , ,12
2800,25,9998,10
 , , ,2
4000,40,9998,12
3000,46,10,12
641,16,1,7
720,37,2,11
 , , ,6
 , , ,
5000,12,1,9
550,20,1,10
4100,44,1500,12
3000,40,10,13
1550,52,6,11
 , , ,
 , , ,
 , , ,6
2300,40,170,9
 , , ,10
 , , ,8
 , , ,7
2598,45,80,7
 , , ,6
2685,46,190,10
 , , ,5
 , , ,
7000,40,9998,11
1500,45,25,11
 , , ,
3000,40,9998,12
 , , ,7
4756,36, ,7
 , , ,11
 , , ,
2160,66,3,7
 , , ,5
460,24,100,10
1383,42,3,9
 , , ,
 , , ,
1025,48,1000,8
 , , ,9
 , , ,7
 , , ,
 , , ,
 , , ,
1200,50,1,6
702,24,1,6
 , , ,8
 , , ,7
 , , ,1
1540,66,1,5
303,7,6,6
2300,48,5000,10
 , , ,5
1025,8,4,7
 , , ,7
 , , ,12
 , , ,11
 , , ,10
3000,65,6,9
1025,48,300,11
3800,40,9998,12
 , , ,12
1400,68,1,7
1950,54,1,9
1800,45,300,9
1800,48,300,6
2500,48,500,12
2300,58,1,10
 , , ,12
 , , ,
2820,71,1,9
1050,48,14,6
1025,48,4800,7
 , , ,6
1500,65,2,6
 , , ,
 , , ,7
 , , ,12
2409,77,100,4
1056,48,1,7
80,8,1,5
 , , ,
 , ,2,4
 , , ,
1536,63,1,4
80,4,2,7
5942,40,120,12
1995,36,9900,10
3000,66,130,9
 , , ,11
 , , ,9
 , , ,
 , , ,4
260,54,1,7
1200,36,2,11
 ,30,2,6
2000,45,100,12
 , , ,4
 , , ,5
 , , ,
 , , ,5
 , , ,6
2080,40,450,12
 , , ,
 , , ,7
 , , ,5
 , , ,
1000,58,1,7
250,30,1,12
 , , ,
 , , ,
 , , ,4
 , , ,
5300,40,50,12
 , , ,
 , , ,6
 , , ,
 , , ,
5000,40,150,10
 , , ,
 , , ,
 , , ,
 ,65,2,5
707,64,2,7
 , , ,
900,57,3,6
2700,37,4,13
3395,33,998,11
 , , ,
 , , ,
3500,36,998,12
 ,66,3,4
2275,60,3,3
1800,54,100,11
 , , ,3
520,32,4,6
 , , ,5
1728,48,1,6
687,34,3,5
 , ,3,10
 , ,3,7
 , , ,
1800,67,1,7
 , , ,7
 , , ,
 , , ,
 , , ,12
3000,48,9998,12
 , , ,10
4800,24,200,12
 , , ,12
 , , ,
 , , ,
 , , ,
 , , ,9
2000,45,3000,7
470,25,1,8
2600,46,19,11
 , , ,11
 , , ,11
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
1000,40,1,7
 , , ,7
1500,48,2,11
1840,42,2,7
 ,26,2,7
2700,68,22,9
 , , ,9
 , , ,
 , , ,
 , , ,
2500,40,30,9
 , , ,
 , , ,
 , , ,
 , , ,6
 , , ,
 , , ,
 , , ,9
 , , ,6
 , , ,
 , , ,
 , , ,3
 , , ,7
1100,40,9998,7
 , , ,
 , , ,
 , , ,
2252,58,6,7
 , , ,
 , , ,6
 , , ,
8000,40,1500,11
 , , ,
 , , ,
 , , ,
 , , ,7
 , , ,
 , , ,
 , , ,7
 , , ,
5000,40, ,11
 , , ,
 , , ,
 , , ,
 , , ,5
 , , ,
580,30,1,3
 , , ,
 , , ,
 , , ,1
1285,56,1,7
 , , ,
1212,46,5,6
 , , ,
 , , ,
610,50,1,7
1100,6,2,9
 , , ,
600,18,1,10
 , , ,11
 , , ,7
2500,45,2,6
 , , ,8
 , , ,5
 , , ,
3500,40,5,9
 , , ,6
 , , ,
 , , ,
1048,70,1,7
 , , ,
 , , ,
 , , ,
 , , ,4
 , , ,7
 , , ,7
 , , ,
1800,40,14,11
 , , ,
1450,60,1,7
 , , ,7
 , , ,
3500,45,9998,12
2200,48,50,12
 , , ,11
 , , ,4
2017,70,1,9
1000,41,1,6
 , , ,8
 , , ,
 , , ,
 , , ,7
346,36,1,6
1500,68,1,8
 , , ,7
500,20,4,8
1200,60,30,9
 , , ,
 , , ,
 , , ,6
 , , ,6
 , , ,9
 , , ,6
1025,48,9998,8
 , , ,
950,72,2,5
 , , ,6
 , ,2,8
1400,44,12,11
 , , ,
 , , ,
 , , ,
 , , ,6
 , , ,
3500,44,300,12
1560,47,1,6
 , , ,
383,36,1,4
 , , ,
1800,48,50,10
1070,40,1,12
1717,51,35,11
 , , ,
3000,40,9998,12
 , , ,
 , , ,
 , , ,
2500,15,520,12
 , , ,5
 , , ,
 , , ,
 , , ,
1025,48,28,6
 , , ,
 , , ,
 , , ,4
1200,48,2,10
 , , ,
 , , ,
2500,48,9998,11
 , , ,
1992,80,1,5
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,6
400,10,1,6
346,16,4,5
263,10,1,6
1299,60,2,6
433,8,2,7
 , , ,
 , , ,
650,30,3,5
1600,42,1,10
520,24,1,3
476,9,3,10
 , , ,7
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,5
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,10
 , , ,
2400,40,9998,9
1200,15,1,9
 , , ,
 , , ,
1700,52,21,8
2465,70,500,11
1732,54,2,11
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
1083,40,6,11
733,20,3,9
 , , ,
 , , ,
 , , ,5
 , , ,
 , , ,
 , , ,
 , , ,
6000,13,1,11
 , , ,
1300,30,2000,10
 , , ,
2172,48,4,7
880,24,4,7
 , ,3,5
 , , ,
1000,40,1,7
 , , ,4
 , , ,
 , , ,
 , , ,
 , , ,7
 , , ,
 , , ,
 , , ,7
1960,52,2000,10
 , , ,
 , , ,
2500,48,501,9
 , , ,
 , , ,
 , , ,6
 , , ,
167,20,1,6
 , , ,
 , , ,
 , , ,
 , , ,
550,45,1,11
 , , ,
 , , ,
 , , ,
 , , ,
1800,40,5,11
 , , ,
 , , ,
 , , ,
 , , ,10
 , , ,
 , , ,
 , , ,7
1700,40,4000,6
 , , ,7
 , , ,7
 , , ,
1800,50,150,6
606,4,1,11
 , , ,
3200,50,9998,12
3500,40,9998,8
1800,40,20,9
2500,40,9998,11
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
1050,40,20,9
1025,48,450,6
 , , ,
2500,53,1,11
 , , ,
 , , ,
1299,43,6,6
 , , ,
 , , ,
 , , ,
 , , ,
3500,32,9998,11
 , , ,
 , , ,9
 , , ,
2500,30,9998,11
 , , ,
 , , ,
4500,24,9998,12
 , , ,
 , , ,
 , , ,
 , , ,
1200,68,1,6
 , , ,10
 , , ,
 , , ,
1200,48,8,9
5000,74,5,6
 , , ,9
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,7
 , , ,
1900,40,7,7
1132,72,1,6
 , , ,
 , , ,10
 , , ,
 , , ,5
 , , ,
 , , ,
 , , ,
 , , ,
1500,60,3,10
 , ,3,6
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
3500,40,2000,12
7700,40,400,13
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,11
 , , ,
 , , ,
4000,48,2,12
 , , ,
 , , ,
 , , ,
 , , ,
2500,40,30,11
 , , ,
 , , ,5
 , , ,
 , , ,4
500,22,2,8
 , , ,
2500,40,1,6
 , , ,
 , , ,9
 , , ,5
 , , ,9
 , , ,
 , , ,
 , , ,
500,22,1,9
 , , ,
 , , ,
 , , ,
4500,48,101,11
3000,36,998,12
 , , ,
 , , ,
 , , ,
 , , ,
 ,82,4,6
 , , ,6
 , , ,5
 , , ,
 , , ,
 , , ,
 , , ,8
 , , ,
 , , ,
 , , ,
 , , ,
 , ,2,6
 , , ,
 , , ,6
2146,45,3,7
 , , ,7
 , , ,
 , , ,
 , , ,
 , , ,
2300,33,8,11
 , , ,11
 , , ,
 , , ,
 , , ,
 , , ,11
 , , ,
4000,41,100,11
2050,54,1,7
 , , ,
 , , ,
1021,48,1,6
 , , ,5
 , , ,
 , , ,
1221,55,30,6
 , , ,
700,25,1,8
 , , ,
 , , ,
 , , ,3
1025,40,2,8
 , , ,
1250,14,2,11
 , , ,6
2100,45,150,12
 , , ,
 , , ,
 , , ,7
 , , ,
1400,84,1,7
 , , ,
1400,62,80,7
 , , ,
383,42,1,6
 , , ,2
 , , ,
 , , ,6
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
350,7,1,7
3800,48,200,11
 , , ,
 , , ,
 , , ,
4500,40,1500,9
 , , ,10
 , , ,
 , , ,
 , , ,11
 , , ,7
 , , ,
 , , ,
 , , ,
 , , ,
 , , ,
2105,70,1,6
 , , ,
 , , ,
 , , ,8
 , , ,
 , , ,6
 , , ,
 , , ,
 , , ,
1983,68,2,7
 , , ,6
 ,43,2,7
 , , ,
 , , ,
 , , ,
1047,73,1,5
 , , ,6
 , , ,7
 , , ,10
4000,45,9998,11
 , , ,
 , , ,
 , , ,
4750,45,1,12
1299,46,5,9
 , , ,
 , , ,
1400,48,150,7
 , , ,7
 , , ,
 , , ,
2800,30,6000,12
830,48,1,6
3000,54, ,10
 , , ,5
1600,52,5,9
1500,48,500,9
 , , ,
10000,45,15,12
 , , ,
